sleeper_id,name,pos,adp,usage,curve,blend,lines,actual,games_actual,pair,blend_gt,lines_gt
6768,Tua Tagovailoa,QB,89.6,265.58660571407836,277.4772534367203,269.74833241700304,311.9194,188.58,11,2023->2024,292.3348334184521,338.03695845659973
6783,Jerry Jeudy,WR,127.7,133.4120009165534,140.49247049344055,139.0763765780631,138.941,195.9,17,2023->2024,139.0763765780631,138.941
8134,Khalil Shakir,WR,104.7,86.23016418046069,147.21444133009192,135.0175859001657,136.66299999999998,144.5,15,2023->2024,131.3290444301821,132.92950751047275
4068,Mike Williams,WR,117.7,165.5756151982636,143.25271120934303,147.71729200712716,102.102,46.3,14,2023->2024,147.71729200712716,102.102
7569,Nico Collins,WR,31.3,206.73934240947358,188.08694785167845,191.81742676323748,208.30100000000004,176.60000000000002,12,2023->2024,204.6100083202402,222.19289489125154
9493,Puka Nacua,WR,14.9,211.10230385790692,213.21189710180275,212.78997845302362,224.468,167.1,11,2023->2024,224.2105469638867,236.51533508191204
7564,Ja'Marr Chase,WR,6.3,203.14747807917266,242.34985149345715,234.5093768106003,201.72199999999998,339.5,17,2023->2024,247.09563873785797,212.5485433264138
8230,Ty Chandler,RB,138.2,108.17672422502407,140.4781761319624,119.48223239245249,91.936,25.400000000000002,14,2023->2024,106.27207075599772,81.7713973148076
8112,Drake London,WR,25.1,157.852556895193,195.55921113235655,188.01788028492388,204.62900000000002,230.8,17,2023->2024,200.55706459318006,218.27600390157468
9999,Will Levis,QB,160.8,223.08987948147583,250.9657714852165,235.63403088315914,246.80940000000004,131.94,12,2023->2024,215.12416374761546,225.32681540544587
2749,Raheem Mostert,RB,68.0,244.99047605924014,164.1434309038454,216.694010254852,169.88099999999997,61.400000000000006,13,2023->2024,205.58777498436342,161.17407565185167
11620,Rome Odunze,WR,133.8,,138.91297682932617,138.91297682932617,152.32000000000002,117.9,17,2023->2024,138.91297682932617,152.32000000000002
7594,Chuba Hubbard,RB,121.3,151.1558106978086,144.83069302599012,148.94201951267212,160.59900000000002,220.10000000000002,15,2023->2024,132.47473301471172,142.84289763923584
